UniprotAccession,Description,Globulins,PSMs,Abundance[S4],Abundance[S37],Abundance[S38],Abundance[S39],Abundance[S40],Abundance[S41],Abundance[S42],Abundance[S43],Abundance[S44],Abundance[S45],Found[S4],Found[S37],Found[S38],Found[S39],Found[S40],Found[S41],Found[S42],Found[S43],Found[S44],Found[S45],Gene
Q6PCE3,"Glucose 1,6-bisphosphate synthase OS=Homo sapiens OX=9606 GN=PGM2L1 PE=1 SV=3",0,2,40746.01563,NA,8314.824219,47632.00391,21233.57422,49563.39063,248191.1992,22353.72852,33058.50391,NA,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,PGM2L1
P01137,Transforming growth factor beta-1 proprotein OS=Homo sapiens OX=9606 GN=TGFB1 PE=1 SV=2,0,11,NA,107434.3164,181132.4561,48204.04688,20437.17188,NA,NA,NA,NA,NA,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,TGFB1
Q96EP0,E3 ubiquitin-protein ligase RNF31 OS=Homo sapiens OX=9606 GN=RNF31 PE=1 SV=1,0,4,8603657,222244.8594,26782.56445,48330.05859,441595.8984,NA,8207007.5,61036.76953,55790.12109,407235.5273,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,RNF31
Q96PE7,"Methylmalonyl-CoA epimerase, mitochondrial OS=Homo sapiens OX=9606 GN=MCEE PE=1 SV=1",0,5,NA,NA,9128.966797,49175.96094,NA,NA,253097.7188,NA,NA,108897.1484,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,MCEE
Q14202,Zinc finger MYM-type protein 3 OS=Homo sapiens OX=9606 GN=ZMYM3 PE=1 SV=2,0,3,54699.61328,NA,NA,50345.03906,11156.06543,30385.27539,NA,20577.02148,NA,12606.23926,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,ZMYM3
O15047,Histone-lysine N-methyltransferase SETD1A OS=Homo sapiens OX=9606 GN=SETD1A PE=1 SV=3,0,3,58610.63281,39183.67432,19705.77734,50432.10938,37001.85938,45514.53906,20345.9043,3975.879883,43973.65332,45150.12891,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,SETD1A
Q86SE5,RNA-binding Raly-like protein OS=Homo sapiens OX=9606 GN=RALYL PE=1 SV=2,0,14,NA,16393.50586,NA,50509.53906,NA,NA,NA,62014.33008,42207.77344,NA,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,RALYL
Q8WVT3,Trafficking protein particle complex subunit 12 OS=Homo sapiens OX=9606 GN=TRAPPC12 PE=1 SV=3,0,5,1101193.625,1393029.739,30064.12109,50821.41797,310544.7891,25290.63867,NA,270823.9492,107289.0273,743652.1836,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,TRAPPC12
Q9UJV8,Purine-rich element-binding protein gamma OS=Homo sapiens OX=9606 GN=PURG PE=2 SV=1,0,1,NA,NA,10776.37402,51274.39844,NA,57553.625,41337.31641,NA,17563.80273,NA,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,PURG
P62760,Visinin-like protein 1 OS=Homo sapiens OX=9606 GN=VSNL1 PE=1 SV=2,0,1,NA,NA,7825.59375,51650.3125,NA,126505.3828,25954.56836,20419.14453,NA,14888.37012,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,VSNL1
P00451,Coagulation factor VIII OS=Homo sapiens OX=9606 GN=F8 PE=1 SV=1,0,11,145681.5938,50414.6875,69733.98047,51995.62109,NA,161442.0234,248340.3867,107001.9551,NA,11657.75098,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,F8
Q8N4C0,Putative uncharacterized protein C9orf62 OS=Homo sapiens OX=9606 GN=C9orf62 PE=2 SV=1,0,1,NA,69212.64844,NA,52245.40234,NA,58518.46094,NA,39445.45703,NA,NA,Not Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,C9orf62
Q13797,Integrin alpha-9 OS=Homo sapiens OX=9606 GN=ITGA9 PE=1 SV=2,0,6,172974.0234,435280.3789,12532.91211,52406.05078,22266.14648,268920.5938,564343.375,99768.36719,386401,NA,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Not Found,ITGA9
Q15102,Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=1,0,23,1009827.797,1093813.375,56381.15869,52574.71875,16288.43945,644931.25,1976195.766,10074692.49,1795283.969,3497681.75,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,PAFAH1B3
Q9UQ88,Cyclin-dependent kinase 11A OS=Homo sapiens OX=9606 GN=CDK11A PE=1 SV=4,0,40,2433811.973,492898.5137,200777.9639,52727.5625,358316.9688,162122.4375,1063690.594,527425.6953,935169.3047,370963.8447,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,CDK11A
Q9BZR6,Reticulon-4 receptor OS=Homo sapiens OX=9606 GN=RTN4R PE=1 SV=1,0,1,NA,NA,NA,52806.68359,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,RTN4R
Q9UDR5,"Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Homo sapiens OX=9606 GN=AASS PE=1 SV=1",0,9,203221.375,5504810,2425087.056,52913.32422,2986683.25,4111468.883,5919963.93,2173431.75,8053310,3442722.961,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,AASS
O95319,CUGBP Elav-like family member 2 OS=Homo sapiens OX=9606 GN=CELF2 PE=1 SV=1,0,19,NA,547952.3125,15564.22852,53132.91406,307141.6875,588257.8594,932931.625,581061.0352,35842.37891,NA,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,CELF2
Q9H1E3,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1,0,25,59857.39844,67777.75781,29856.80908,53271.71094,79436.9043,60850.98828,364410.6563,174619.2578,265591.0918,79239.67188,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,NUCKS1
O95870,Phosphatidylserine lipase ABHD16A OS=Homo sapiens OX=9606 GN=ABHD16A PE=1 SV=3,0,18,NA,97662504.56,234542.6484,53380.55469,76953792.3,127080860.2,2438275.5,85008312,86306640.18,76802312,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ABHD16A
P22532,Small proline-rich protein 2D OS=Homo sapiens OX=9606 GN=SPRR2D PE=2 SV=2,0,9,NA,117979.2969,17189.56445,53928.07031,48780.56641,93474.05469,NA,19818.34961,838226.5,34129.41406,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,SPRR2D
O00193,Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1,0,19,223295.3086,81733.9082,9677.550781,55021.90234,744281.5293,216544.8711,350535.5811,687205.584,692896.1807,440997.9951,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,SMAP
Q14318,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2,0,10,60113.45313,47223.52344,NA,56139.55469,41606.11719,NA,164089.6563,32106.99805,53300.99219,94090.02734,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,FKBP8
Q7RTV0,PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1,0,16,NA,53626.91016,48953.33105,56165.36328,NA,49167.6875,154251.3906,22766.69531,NA,76455.83789,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,PHF5A
O43847,Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3,0,27,NA,262721.7227,579475.9756,56964.71875,312182.0938,498217.0781,197064.1875,441678.3203,362603.8438,1220904.809,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,NRDC
O75594,Peptidoglycan recognition protein 1 OS=Homo sapiens OX=9606 GN=PGLYRP1 PE=1 SV=1,0,4,NA,249549.4375,89989.42969,57000.40625,228091.2969,219668.7969,NA,227567.3906,NA,320775.0156,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,PGLYRP1
Q8IV53,DENN domain-containing protein 1C OS=Homo sapiens OX=9606 GN=DENND1C PE=1 SV=1,0,4,3077164.25,NA,21867.3457,57473.33203,60282.46875,131374.2031,6047660.75,57340.27734,177525.7031,68158.16406,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,DENND1C
P36404,ADP-ribosylation factor-like protein 2 OS=Homo sapiens OX=9606 GN=ARL2 PE=1 SV=4,0,8,254516.7441,NA,NA,57709.28906,408722.5,281064.2813,349697.9688,812201.8125,NA,177324.9531,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,ARL2
O75787,Renin receptor OS=Homo sapiens OX=9606 GN=ATP6AP2 PE=1 SV=2,0,2,196128.9531,NA,NA,57786.28906,NA,NA,NA,NA,52279.14844,NA,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,ATP6AP2
Q7Z478,ATP-dependent RNA helicase DHX29 OS=Homo sapiens OX=9606 GN=DHX29 PE=1 SV=2,0,8,NA,82678.82031,98421.16797,58367.70313,28944.0918,70410.72656,NA,116200.2695,77541.19531,174135.0078,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,DHX29
Q8WUJ3,Cell migration-inducing and hyaluronan-binding protein OS=Homo sapiens OX=9606 GN=CEMIP PE=1 SV=2,0,6,NA,NA,NA,60537.92188,60125.29297,392567.9609,NA,88873.89063,40268.21484,NA,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,CEMIP
Q6P1J9,Parafibromin OS=Homo sapiens OX=9606 GN=CDC73 PE=1 SV=1,0,19,698178.9688,118439.7734,108774.3242,60639.95703,161453.0234,111730.6641,328515.1563,245522.6094,136575.75,126148.0547,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,CDC73
Q9BYC8,"39S ribosomal protein L32, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL32 PE=1 SV=1",0,6,990597.7188,53522.55078,35338.5625,60790.33203,59704.21094,78020.88281,741937.3125,69550.83594,73430.22656,219272.5469,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,MRPL32
Q92504,Zinc transporter SLC39A7 OS=Homo sapiens OX=9606 GN=SLC39A7 PE=1 SV=2,0,14,73643.125,NA,40206.07422,60805.15625,NA,NA,NA,NA,NA,46483.94922,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,SLC39A7
O15357,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Homo sapiens OX=9606 GN=INPPL1 PE=1 SV=2",0,6,1467532.047,NA,32775.00635,61213.14844,124987.4219,210210.9219,NA,201288.0938,996482.75,306318.6016,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,INPPL1
P49796,Regulator of G-protein signaling 3 OS=Homo sapiens OX=9606 GN=RGS3 PE=1 SV=2,0,2,72867.79688,235936.8516,53810.84082,61322.63672,37847.71094,120902.9297,57137.80078,362289.0977,47761.55078,26972.94727,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,RGS3
Q9NUU6,Inactive ubiquitin thioesterase OTULINL OS=Homo sapiens OX=9606 GN=OTULINL PE=1 SV=1,0,9,2913494.863,102688.2256,242028.6323,61513.75,1962837.984,409236.1396,1011831.246,1768537.111,1612319.809,1893641.444,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,OTULINL
Q96E11,"Ribosome-recycling factor, mitochondrial OS=Homo sapiens OX=9606 GN=MRRF PE=1 SV=1",0,11,727809.5625,NA,20838.45703,61891.26953,45581.44922,NA,NA,NA,NA,33939.94531,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,MRRF
Q5VTU8,"ATP synthase subunit epsilon-like protein, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1EP2 PE=1 SV=1",0,16,NA,NA,80821.39453,62179.76953,33767.79297,80180.03125,NA,43890.69922,393634.8262,NA,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,ATP5F1EP2
Q8WW52,Protein FAM151A OS=Homo sapiens OX=9606 GN=FAM151A PE=2 SV=2,0,3,NA,NA,24854.82617,62318.20313,NA,43951.76953,42133.82813,NA,78756.91406,225829.5586,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,FAM151A
Q6P1X6,UPF0598 protein C8orf82 OS=Homo sapiens OX=9606 GN=C8orf82 PE=1 SV=2,0,7,434462.9453,NA,13205.75586,62954.31641,45642.04297,29687.60547,490458.1133,52700.96484,42918.96094,20130.97266,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,C8orf82
Q9Y3Q3,Transmembrane emp24 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=TMED3 PE=1 SV=1,0,6,278238.5625,56600.73047,119222.75,63718.77344,72155.625,NA,NA,149071.2031,NA,182135.7344,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,TMED3
O00142,"Thymidine kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=TK2 PE=1 SV=4",0,12,931514.7422,389977.9238,390453.709,63893.80078,4243137.836,762143.7773,66686.40625,2681562.785,443017.0059,1878338.057,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,TK2
P46734,Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1 SV=2,0,15,276373.6563,75708.89844,28176.04883,63965.67969,71118.80273,102313.4531,NA,28920.23633,68543.625,41975.27344,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,MAP2K3
P80370,Protein delta homolog 1 OS=Homo sapiens OX=9606 GN=DLK1 PE=1 SV=3,0,2,NA,NA,25753.71484,64023.82422,NA,NA,NA,NA,76182.42969,111850.8438,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,DLK1
Q8TB72,Pumilio homolog 2 OS=Homo sapiens OX=9606 GN=PUM2 PE=1 SV=2,0,6,330366.5781,NA,18256.57031,64025.60547,84099.73438,114359.1445,110621.2891,NA,NA,NA,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,PUM2
O75339,Cartilage intermediate layer protein 1 OS=Homo sapiens OX=9606 GN=CILP PE=1 SV=4,0,13,NA,195458.6172,37561.94141,64168.9375,199761.0313,138145.5781,245609.8438,90387.28125,48966.15625,55582.95703,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,CILP
Q9HC52,Chromobox protein homolog 8 OS=Homo sapiens OX=9606 GN=CBX8 PE=1 SV=3,0,2,NA,25122.78906,577893.9619,64289.84375,1203599.035,1109712.5,70186.46875,718261.3262,1496100,1046006.125,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,CBX8
Q9BV79,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial OS=Homo sapiens OX=9606 GN=MECR PE=1 SV=2",0,2,355387.6875,1020846.875,NA,64341.40625,NA,874912,NA,962681.25,995045.5,971825.6875,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,MECR
Q9BYC9,"39S ribosomal protein L20, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL20 PE=1 SV=1",0,13,15502.36328,22142.58984,10826.32422,64767.09766,22164.91602,137961.0898,84289.80469,10483.92773,13350.40625,114287.6338,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,MRPL20
Q9H6K4,Optic atrophy 3 protein OS=Homo sapiens OX=9606 GN=OPA3 PE=1 SV=1,0,16,NA,157899.3955,NA,64769.65625,NA,56855.40625,114189.5781,39811.22266,121540.0781,96338.01563,Not Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,OPA3
Q6E0U4,Dermokine OS=Homo sapiens OX=9606 GN=DMKN PE=1 SV=3,0,12,38587.46875,115554.8906,29847.72119,64825.77734,105087.9238,100324.8711,NA,87774.96191,182766.7422,94715.10938,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,DMKN
P32248,C-C chemokine receptor type 7 OS=Homo sapiens OX=9606 GN=CCR7 PE=1 SV=2,0,4,NA,1054217.25,795147.7832,64913.30078,2398882.828,1545301.031,59638.54688,1042152.047,3295102.563,2070486.82,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,CCR7
Q8N5M9,Protein jagunal homolog 1 OS=Homo sapiens OX=9606 GN=JAGN1 PE=1 SV=1,0,15,72334.5625,51126.62109,19885.59961,65063.56641,57857.49609,56206.30859,80442.625,33780.3125,65401.82422,51247.26172,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,JAGN1
Q6ICG6,Uncharacterized protein KIAA0930 OS=Homo sapiens OX=9606 GN=KIAA0930 PE=1 SV=1,0,3,NA,NA,28350.21484,65157.28906,NA,NA,3137052,NA,NA,NA,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,KIAA0930
P61513,60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2,0,50,457141.1484,460499.875,135988.8242,65176.01953,52417.32031,160437.7969,122774.1719,57302.79297,270859.9043,77819.57813,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,RPL37A
O75112,LIM domain-binding protein 3 OS=Homo sapiens OX=9606 GN=LDB3 PE=1 SV=2,0,5,74080.45313,46017.16797,18954.56445,65605.82813,89694.79688,36779.96484,NA,NA,580851.3672,223195.5469,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,LDB3
Q6X4U4,Sclerostin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SOSTDC1 PE=1 SV=2,0,1,86061.03125,NA,33626.97266,65691.4375,53483.29688,NA,52634.17578,NA,NA,66614.6875,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,SOSTDC1
Q9NPF5,DNA methyltransferase 1-associated protein 1 OS=Homo sapiens OX=9606 GN=DMAP1 PE=1 SV=1,0,2,NA,NA,13852.23047,66246.38281,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DMAP1
Q93100,Phosphorylase b kinase regulatory subunit beta OS=Homo sapiens OX=9606 GN=PHKB PE=1 SV=3,0,2,NA,NA,NA,66839.51563,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,PHKB
O94915,Protein furry homolog-like OS=Homo sapiens OX=9606 GN=FRYL PE=1 SV=2,0,4,244563.7031,NA,858826.7217,67201.72656,583071.25,NA,NA,21231.07813,NA,23401.80664,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,FRYL
Q9BQ52,Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens OX=9606 GN=ELAC2 PE=1 SV=2,0,19,3779340.691,86951.38281,58614.64844,67253.86719,133688.3867,153566.3457,349107.9375,194586.9414,350709.8887,174495.4375,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,ELAC2
P23468,Isoform 2 of Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens OX=9606 GN=PTPRD,0,5,NA,NA,35485.91406,67547.73438,183240.832,77283.97656,NA,42692.81641,62923.44531,13879.12207,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,PTPRD
P11049,Leukocyte antigen CD37 OS=Homo sapiens OX=9606 GN=CD37 PE=1 SV=2,0,11,NA,27932.16797,NA,67807.29688,NA,83301.19531,NA,NA,NA,NA,Not Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,CD37
Q5TFE4,5'-nucleotidase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NT5DC1 PE=1 SV=1,0,11,121925.4297,635557.1797,61639.01172,67846.90625,2414905.984,256819.3594,564639.4922,1676369.773,1797328.75,1992869.414,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,NT5DC1
P43007,Neutral amino acid transporter A OS=Homo sapiens OX=9606 GN=SLC1A4 PE=1 SV=1,0,11,212395.9531,1289846.281,86792.30469,68480.09375,392898.418,1556709.316,211895.5625,357920.6641,344408.6426,967150.7578,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,SLC1A4
P62072,Mitochondrial import inner membrane translocase subunit Tim10 OS=Homo sapiens OX=9606 GN=TIMM10 PE=1 SV=1,0,3,69851.72656,143134.8398,36100.23535,68604.61719,83274.55859,121877.4688,NA,26677.60742,146103.9375,150971.1641,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,TIMM10
O60711,Leupaxin OS=Homo sapiens OX=9606 GN=LPXN PE=1 SV=1,0,20,554949.25,635350.5313,42235.18164,68844.99219,804587.3613,904509.7969,1984206.289,600252.6641,605645.8091,595635.1211,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,LPXN
Q658P3,Metalloreductase STEAP3 OS=Homo sapiens OX=9606 GN=STEAP3 PE=1 SV=2,0,5,NA,NA,12195.61719,68908.51563,NA,NA,140380.2188,NA,NA,NA,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,STEAP3
Q9NUQ2,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS=Homo sapiens OX=9606 GN=AGPAT5 PE=1 SV=3,0,14,NA,35829.21875,22890.07227,69092.27344,78800.88867,42770.30078,93164.53125,31092.87305,40871.11719,43692.16406,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,AGPAT5
P0DPA2,V-set and immunoglobulin domain-containing protein 8 OS=Homo sapiens OX=9606 GN=VSIG8 PE=2 SV=1,1,6,NA,43169.14844,63854.91016,69312.53125,NA,NA,NA,NA,NA,24085.81445,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,VSIG8
Q9NVS2,"39S ribosomal protein S18a, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18A PE=1 SV=1",0,9,27309.59766,13455.78711,NA,69373.20313,NA,14240.01367,29268.91992,22116.04297,11283.0293,NA,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,MRPS18A
Q6SZW1,NAD(+) hydrolase SARM1 OS=Homo sapiens OX=9606 GN=SARM1 PE=1 SV=1,0,1,NA,51077.39453,12922.41797,69390.58594,57167.24219,NA,NA,40370.28125,52614.4375,NA,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,SARM1
